Tipo,Operación,Precio,Administración,Niveles,Habitaciones,Baños,Parqueaderos,Área Construida,Área Lote,Barrio,Estrato,Ciudad
Apartamento,Venta,900000000.0,1080000.0,4.0,3.0,3.0,2.0,140.0,0.0,Chico Norte III,6.0,Bogotá
Consultorio,Venta,270000000.0,825000.0,3.0,0.0,1.0,1.0,24.58,0.0,Santa Barbara Occidental-Usaquén,5.0,Bogotá
Oficina,Venta,360000000.0,557400.0,4.0,3.0,1.0,1.0,40.0,0.0,Bella Suiza-Usaquén,5.0,Bogotá
Apartaestudio,Arriendo,480000.0,,1.0,1.0,1.0,0.0,15.0,0.0,El Carmen,3.0,Pamplona
Apartamento,Venta,1790000000.0,1598000.0,2.0,3.0,5.0,2.0,230.0,0.0,El Nogal,6.0,Bogotá
Casa,Venta,150000000.0,220000.0,0.0,3.0,2.0,1.0,84.0,84.0,Villa del Rosario,3.0,Villa del rosario
Local,Arriendo,3495000.0,1262000.0,0.0,0.0,0.0,0.0,50.0,0.0,La Castellana,4.0,Bogotá
Oficina,Arriendo,4700000.0,1341000.0,2.0,0.0,2.0,1.0,156.83,156.83,Antiguo Country,5.0,Bogotá
Casa,Venta,550000000.0,,4.0,7.0,5.0,1.0,300.0,131.3,El Carmen,3.0,Pamplona
Casa,Arriendo,800000.0,,0.0,2.0,1.0,1.0,75.0,75.0,VILLA DEL ROSARIO,3.0,Villa del rosario
Casa,Venta,145000000.0,,0.0,3.0,1.0,0.0,63.0,94.0,Alto de Pamplonita,2.0,Cúcuta
Casa,Venta,1400000000.0,,3.0,8.0,7.0,2.0,368.0,180.0,Los Alcázares,3.0,Bogotá
Casa,Venta,700000000.0,,0.0,3.0,4.0,1.0,175.0,121.8,Castilla,3.0,Bogotá
Casa,Venta,665000000.0,,3.0,5.0,4.0,1.0,302.0,150.0,Estrada,3.0,Bogotá
Oficina,Venta,70000000.0,70000.0,0.0,0.0,1.0,0.0,15.9,15.9,Latino,3.0,Cúcuta
,,,,1.0,10.0,5.0,0.0,229.69,147.0,Alcalá Sur,3.0,Bogotá
,,,,,,,,,,,,
Apartamento,Arriendo,1400000.0,,0.0,2.0,2.0,1.0,49.0,49.0,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,260000000.0,220000.0,4.0,3.0,2.0,0.0,63.0,0.0,Zarzamora,3.0,Bogotá
Apartamento,Arriendo,2357000.0,643000.0,5.0,1.0,1.0,1.0,44.0,44.0,Chico Norte,5.0,Bogotá
,,,,,,,,,,,,
Local,Arriendo,7000000.0,,0.0,0.0,1.0,0.0,380.0,380.0,Pisarreal,3.0,Los patios
Apartamento,Venta,380000000.0,550700.0,0.0,2.0,2.0,2.0,65.74,65.74,Los Patios - Urbanización Bella Vista,5.0,Los patios
,,,,,,,,,,,,
,,,,,,,,,,,,
Apartamento,Venta,200000000.0,166000.0,0.0,2.0,2.0,0.0,49.66,49.66,Garcia Herreros,3.0,Cúcuta
Apartamento,Venta,3000000000.0,1452500.0,0.0,4.0,5.0,1.0,283.0,283.0,La Floresta,5.0,Los patios
Casa,Venta,450000000.0,,0.0,5.0,4.0,0.0,96.75,96.75,San Eduardo,3.0,Cúcuta
Local,Arriendo,2500000.0,,0.0,0.0,1.0,0.0,50.0,50.0,Pisarreal,3.0,Los patios
Local,Arriendo,2500000.0,,0.0,0.0,1.0,0.0,50.0,50.0,Pisarreal,3.0,Los patios
Local,Arriendo,2500000.0,,0.0,0.0,1.0,0.0,50.0,50.0,Pisarreal,3.0,Los patios
Local,Arriendo,3000000.0,,1.0,0.0,1.0,0.0,50.0,50.0,Pisarreal,3.0,Los patios
Apartamento,Arriendo,1150000.0,,10.0,3.0,2.0,1.0,63.05,63.05,Garcia Herreros,3.0,Cúcuta
Apartaestudio,Arriendo,650000.0,,0.0,1.0,1.0,0.0,54.0,54.0,El Paramo,3.0,Cúcuta
Apartaestudio,Arriendo,650000.0,,1.0,1.0,1.0,0.0,54.0,54.0,El Paramo,3.0,Cúcuta
Apartamento,Arriendo,3500000.0,,15.0,3.0,3.0,2.0,125.0,125.0,San Mateo,3.0,Cúcuta
Bodega,Venta,700000000.0,,0.0,0.0,2.0,0.0,425.0,425.0,El Llano,3.0,Cúcuta
Finca,Venta,600000000.0,,0.0,0.0,0.0,0.0,0.0,40000.0,Juan Frio,2.0,Villa del rosario
Local,Venta,330000000.0,,0.0,0.0,3.0,0.0,165.12,165.12,Centro,3.0,Cúcuta
Casa,Arriendo,800000.0,,0.0,2.0,2.0,1.0,100.0,52.0,TRAPICHES,3.0,Villa del rosario
Apartamento,Arriendo,2550000.0,450000.0,4.0,1.0,1.0,1.0,43.34,0.0,Bella Suiza-Usaquén,4.0,Bogotá
Bodega,Arriendo,9000000.0,,0.0,0.0,2.0,0.0,295.0,295.0,El Llano,3.0,Cúcuta
Oficina,Arriendo,5500000.0,100000.0,1.0,0.0,2.0,4.0,110.0,0.0,Santa Barbara Occidental-Usaquén,5.0,Bogotá
Bodega,Venta,415000000.0,,0.0,0.0,1.0,0.0,182.0,185.0,San Miguel,3.0,Cúcuta
Casa,Venta,210000000.0,,0.0,3.0,3.0,1.0,71.0,90.0,Tierra Linda,3.0,Los patios
Casalote,Venta,1600000000.0,,0.0,6.0,5.0,1.0,426.0,1224.0,Once De Noviembre,2.0,Los patios
Edificio,Venta,1450000000.0,,4.0,14.0,4.0,2.0,529.7,192.0,Tabora,3.0,Bogotá
Casa,Venta,190000000.0,,0.0,4.0,2.0,1.0,90.0,90.0,Tierra Linda,3.0,Los patios
Casa,Venta,610000000.0,553800.0,3.0,3.0,3.0,1.0,123.0,134.4,Las Margaritas III  Sector,5.0,Bogotá
Casa campestre,Venta,590000000.0,416000.0,0.0,5.0,6.0,4.0,390.0,881.0,,4.0,Melgar
Lote,Venta,100000000.0,,0.0,0.0,0.0,0.0,0.0,100.0,Niza,3.0,Cúcuta
Local,Arriendo,5500000.0,,0.0,0.0,1.0,0.0,100.0,100.0,Centro,3.0,Cúcuta
Oficina,Venta,432000000.0,1097000.0,4.0,3.0,0.0,0.0,65.48,65.48,Galerías,4.0,Bogotá
Casa,Venta,620000000.0,,0.0,3.0,4.0,2.0,147.0,168.0,centro,3.0,Cota
Apartamento,Venta,230000000.0,143000.0,0.0,2.0,2.0,0.0,57.0,0.0,conjunto nativos,3.0,Chía
Oficina,Arriendo,7500000.0,2340000.0,0.0,0.0,2.0,2.0,110.0,110.0,Porciúncula,4.0,Bogotá
Lote,Venta,863000000.0,,0.0,0.0,0.0,0.0,0.0,1052.0,PARQUE INDUSTRIAL ZUMA,4.0,Zipaquirá
Casa,Venta,1300000000.0,1100000.0,0.0,5.0,5.0,3.0,375.0,550.0,Villa Campestre,6.0,Puerto colombia
Apartamento,Venta,650000000.0,706000.0,2.0,2.0,3.0,2.0,123.0,0.0,Villa Campestre,5.0,Puerto colombia
Lote,Venta,1200000000.0,,0.0,0.0,0.0,0.0,0.0,50000.0,Chinacota,3.0,Chinácota
Casa,Venta,650000000.0,,0.0,3.0,4.0,1.0,300.0,300.0,La Parada,1.0,Villa del rosario
Casalote,Venta,350000000.0,,0.0,0.0,0.0,0.0,300.0,300.0,El Llano,3.0,Cúcuta
Apartamento,Venta,150000000.0,251390.0,0.0,2.0,1.0,0.0,59.0,59.0,Centro,3.0,Cúcuta
Oficina,Arriendo/venta,8.0000002e+16,,0.0,0.0,3.0,0.0,550.0,550.0,Samper Mendoza,3.0,Bogotá
Casa,Venta,2200000000.0,,2.0,9.0,14.0,0.0,486.0,243.0,El Recuerdo-Teusaquillo,4.0,Bogotá
,,,,,,,,,,,,
Apartamento,Venta,455000000.0,799000.0,2.0,2.0,2.0,1.0,67.0,0.0,Chapinero Alto,4.0,Bogotá
Casa,Venta,450000000.0,,0.0,8.0,6.0,0.0,247.0,247.0,"La Libertad, Aguas Calientes",2.0,Cúcuta
Apartamento,Venta,290000000.0,323000.0,0.0,3.0,2.0,1.0,68.43,68.43,San Eduardo,4.0,Cúcuta
Casa,Venta,1000000000.0,,0.0,5.0,6.0,4.0,641.0,641.0,Urbanización Bella Vista,6.0,Los patios
Casa,Venta,220000000.0,,0.0,5.0,1.0,2.0,245.0,245.0,Lomitas,3.0,Villa del rosario
Casa,Venta,990000000.0,250000.0,0.0,3.0,4.0,2.0,250.0,250.0,Bocono Tennis Park,5.0,Villa del rosario
Casa,Venta,1200000000.0,,0.0,3.0,3.0,0.0,270.0,151.0,San Felipe-Barrios Unidos,3.0,Bogotá
Local,Venta,155000000.0,192748.0,1.0,0.0,1.0,0.0,23.39,23.39,La Candelaria,3.0,Bogotá
Oficina,Arriendo,2500000.0,470000.0,2.0,0.0,2.0,1.0,53.0,53.0,EL LAGO,4.0,Bogotá
Apartamento,Arriendo,1250000.0,,2.0,2.0,3.0,1.0,94.96,94.96,Caobos,3.0,Cúcuta
Casa,Venta,260000000.0,103000.0,0.0,2.0,2.0,1.0,66.25,66.25,El Llano,3.0,Cúcuta
Apartamento,Venta,250000000.0,207000.0,0.0,3.0,3.0,1.0,84.0,84.0,Prados del Este,3.0,Cúcuta
Apartamento,Venta,460000000.0,850000.0,0.0,3.0,3.0,2.0,147.35,147.35,La Riviera,5.0,Cúcuta
Apartamento,Arriendo,850000.0,,0.0,2.0,1.0,0.0,90.0,90.0,El Paramo,3.0,Cúcuta
Lote,Arriendo,6000000.0,,0.0,0.0,0.0,0.0,1124.27,1124.27,LA INSULA,3.0,Cúcuta
Local,Venta,120000000.0,,0.0,0.0,1.0,0.0,30.15,30.15,"Los Patios, La Sabana",3.0,Cúcuta
Casa,Venta,270000000.0,,0.0,3.0,3.0,1.0,70.5,70.5,Patios Centro,3.0,Los patios
Apartamento,Venta,620000000.0,,2.0,3.0,3.0,2.0,88.7,115.64,Alcalá,5.0,Bogotá
Oficina,Arriendo/venta,4.80000013e+16,1515950.0,7.0,0.0,0.0,2.0,56.68,56.68,Mirandela,4.0,Bogotá
,,,,,,,,,,,,
Casa,Venta,495000000.0,496000.0,2.0,4.0,3.0,3.0,126.0,126.0,Chía,4.0,Chía
Apartamento,Venta,310000000.0,255000.0,5.0,2.0,2.0,0.0,58.0,58.0,Alsacia,3.0,Bogotá
Local,Arriendo,7000000.0,913000.0,1.0,0.0,1.0,0.0,55.0,55.0,CHICO,6.0,Bogotá
Edificio,Venta,2100000000.0,,0.0,0.0,4.0,0.0,445.0,283.0,Latino,3.0,Cúcuta
Apartamento,Venta,550000000.0,281000.0,0.0,2.0,3.0,1.0,97.0,0.0,Chapinero Central,3.0,Bogotá
,,,,,,,,,,,,
Lote,Venta,180000000.0,,0.0,0.0,0.0,0.0,0.0,785.0,RECTA DE COROZAL,3.0,Los patios
Casa,Venta,260000000.0,,0.0,2.0,3.0,1.0,97.5,97.5,Aniversario II,3.0,Cúcuta
Apartaestudio,Venta,250000000.0,175000.0,0.0,1.0,2.0,1.0,45.83,45.83,COLSAG,4.0,Cúcuta
Apartamento,Venta,190000000.0,360000.0,0.0,2.0,2.0,1.0,56.78,56.78,Niza,4.0,Cúcuta
Casa,Venta,350000000.0,,0.0,3.0,2.0,2.0,185.0,185.0,Nuevo Escobal,3.0,Cúcuta
Oficina,Arriendo,1479400.0,470600.0,2.0,0.0,0.0,0.0,40.0,39.49,Chapinero Central,4.0,Bogotá
Oficina,Arriendo,3500000.0,793000.0,7.0,4.0,1.0,1.0,70.0,0.0,Chico Norte,6.0,Bogotá
Local,Arriendo,4700000.0,1350000.0,1.0,1.0,0.0,0.0,44.08,44.08,Mirandela,4.0,Bogotá
Casa,Venta,1800000000.0,2066000.0,0.0,4.0,3.0,3.0,300.0,806.0,EL ZAHIR,6.0,Cajicá
,,,,,,,,,,,,
,,,,,,,,,,,,
Local,Arriendo,900000.0,,1.0,0.0,1.0,0.0,23.4,0.0,Centro,3.0,Pamplona
,,,,,,,,,,,,
Apartamento,Arriendo,1500000.0,,0.0,2.0,2.0,1.0,60.0,60.0,Olaya Herrera,4.0,Cúcuta
,,,,,,,,,,,,
Apartamento,Arriendo,500000.0,,0.0,2.0,1.0,0.0,40.0,40.0,El Centro,3.0,Villa del rosario
Apartamento,Arriendo,500000.0,,2.0,2.0,2.0,0.0,40.0,40.0,El Centro,3.0,Villa del rosario
Local,Arriendo,1400000.0,,0.0,0.0,1.0,0.0,13.89,13.89,Latino,3.0,Cúcuta
Local,Arriendo,800000.0,,0.0,0.0,1.0,0.0,6.0,6.0,Latino,3.0,Cúcuta
Apartamento,Venta,998000000.0,914000.0,3.0,3.0,3.0,2.0,155.57,155.57,Quinta Paredes-Teusaquillo,4.0,Bogotá
Casa,Venta,500000000.0,,0.0,5.0,4.0,2.0,150.0,150.0,CEIBA II,3.0,Cúcuta
Oficina,Arriendo,10000000.0,3716000.0,3.0,0.0,2.0,12.0,244.15,0.0,Las Ferias,4.0,Bogotá
Apartamento,Venta,530000000.0,726000.0,0.0,3.0,4.0,2.0,132.0,132.0,Bellavista Los Patios,5.0,Cúcuta
Casa,Venta,140000000.0,,0.0,3.0,1.0,1.0,62.6,102.0,Urbanización Montebello I,3.0,Los patios
Lote,Venta,135000000.0,,0.0,0.0,0.0,0.0,200.0,200.0,BOCONO,5.0,Villa del rosario
Casa campestre,Venta,820000000.0,,0.0,3.0,3.0,10.0,813.0,813.0,Chinacota,3.0,Chinácota
Apartamento,Venta,178000000.0,,0.0,3.0,2.0,0.0,70.65,70.65,La Cabrera,3.0,Cúcuta
,,,,,,,,,74.0,FONTIBON,3.0,Bogotá
Casa,Venta,800000000.0,,0.0,6.0,4.0,2.0,250.0,250.0,Colsag,4.0,Cúcuta
Oficina,Venta,700000000.0,1146700.0,12.0,1.0,0.0,3.0,89.0,0.0,NORTH POINT,6.0,Bogotá
Apartaestudio,Venta,260000000.0,210000.0,4.0,1.0,1.0,0.0,21.0,21.0,Nicolás De Federmán - Campin Occidental,4.0,Bogotá
Apartaestudio,Venta,260000000.0,210000.0,5.0,1.0,1.0,0.0,21.0,21.0,Nicolás De Federmán - Campin Occidental,4.0,Bogotá
Casa,Venta,450000000.0,,0.0,4.0,3.0,2.0,129.0,97.5,SAN LUIS,4.0,Cúcuta
Local,Arriendo,4500000.0,,0.0,0.0,1.0,0.0,64.87,64.87,Caobos,4.0,Cúcuta
Local,Arriendo,500000.0,,0.0,0.0,1.0,0.0,50.0,50.0,Torcoroma I,2.0,Cúcuta
Casa,Arriendo,1450000.0,,0.0,2.0,3.0,1.0,121.0,121.0,Niza,4.0,Cúcuta
Casa,Venta,920000000.0,,0.0,10.0,8.0,3.0,300.0,149.0,El Bosque,4.0,Cúcuta
Apartamento,Venta,600000000.0,430000.0,0.0,2.0,2.0,1.0,67.0,67.0,Cedritos-Usaquén,5.0,Bogotá
Apartamento,Venta,390000000.0,823112.0,0.0,3.0,3.0,2.0,192.0,192.0,Barrio Blanco,4.0,Cúcuta
Apartamento,Venta,260000000.0,120000.0,0.0,1.0,1.0,0.0,37.24,37.24,Castilla - Villa Alsacia,3.0,Bogotá
Local,Venta,750000000.0,,0.0,0.0,2.0,0.0,200.0,200.0,El Contento,3.0,Cúcuta
Casa,Arriendo,16000000.0,1200000.0,0.0,4.0,4.0,6.0,279.18,800.0,San José De Bavaria,5.0,Bogotá
,,,,,,,,,,,,
Apartamento,Venta,1100000000.0,900000.0,0.0,3.0,4.0,2.0,166.06,166.06,"Los Patios, La  Floresta",5.0,Cúcuta
Apartamento,Arriendo,1630000.0,170000.0,22.0,1.0,1.0,0.0,41.0,41.0,Montevideo-Fontibón,4.0,Bogotá
Local,Arriendo,3000000.0,,0.0,0.0,2.0,0.0,200.0,200.0,El Contento,3.0,Cúcuta
Casa,Venta,1200000000.0,,0.0,3.0,4.0,2.0,259.0,0.0,Santa Barbara Central-Usaquén,6.0,Bogotá
Casa,Venta,1700000000.0,,3.0,3.0,4.0,2.0,259.0,0.0,Santa Barbara Central-Usaquén,6.0,Bogotá
Casa,Venta,1200000000.0,,0.0,4.0,3.0,1.0,173.0,119.0,Barrio Blanco,5.0,Cúcuta
Casa,Venta,530000000.0,166000.0,3.0,5.0,4.0,2.0,77.0,0.0,SAN FRANCISCO,4.0,Pamplona
Lote,Venta,1675860000.0,,0.0,0.0,0.0,0.0,0.0,2108.0,Urbanización BellaVista,3.0,Los patios
Apartamento,Venta,165000000.0,202000.0,0.0,3.0,2.0,1.0,56.55,56.55,Garcia Herreros,3.0,Cúcuta
,,,,,,3.0,2.0,150.0,150.0,Quinta Bosch,4.0,Cúcuta
Casa,Venta,1100000000.0,,2.0,8.0,6.0,3.0,360.0,230.0,La Ceiba,4.0,Cúcuta
Casa,Venta,1350000000.0,470000.0,2.0,4.0,3.0,2.0,238.0,0.0,Santa Bárbara,6.0,Bogotá
Bodega,Venta,6000000000.0,,0.0,0.0,0.0,0.0,3209.0,3209.0,Chaparral,3.0,Los patios
Bodega,Arriendo,6800000.0,,0.0,0.0,6.0,0.0,507.0,507.0,La Cordialidad,2.0,Los patios
Bodega,Venta,6500000000.0,,0.0,0.0,15.0,0.0,1550.0,800.0,Las Ferias,3.0,Bogotá
Apartamento,Venta,185000000.0,160000.0,0.0,3.0,2.0,0.0,48.03,48.03,Tierra Linda,3.0,Los patios
Apartamento,Venta,1600000000.0,2100000.0,3.0,2.0,3.0,2.0,156.0,0.0,Chico Norte,6.0,Bogotá
Apartamento,Arriendo,570000.0,,3.0,2.0,2.0,1.0,48.0,48.0,SAN FERNANDO DEL RODEO,2.0,Cúcuta
Apartamento,Venta,209000000.0,115000.0,0.0,3.0,2.0,0.0,44.0,44.0,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,385000000.0,227000.0,5.0,2.0,2.0,0.0,45.36,45.36,Modelia Occidental,4.0,Bogotá
Casa,Venta,800000000.0,,0.0,6.0,5.0,0.0,225.0,75.0,Las Ferias,3.0,Bogotá
Casa,Arriendo,5300000.0,,0.0,4.0,4.0,1.0,233.0,0.0,Polo Club,4.0,Bogotá
Local,Arriendo/venta,2900000380000000.0,935000.0,2.0,0.0,0.0,0.0,34.0,0.0,centro  comercial san roque,3.0,Cajicá
Apartamento,Arriendo,1650000.0,,3.0,3.0,2.0,1.0,80.0,80.0,Barrio Blanco,3.0,Cúcuta
Apartamento,Venta,400000000.0,500000.0,0.0,3.0,3.0,2.0,92.71,92.71,Colsag,3.0,Cúcuta
Apartamento,Venta,300000000.0,260000.0,0.0,3.0,2.0,1.0,68.16,68.16,San Mateo,4.0,Cúcuta
Apartamento,Venta,550000000.0,300000.0,17.0,3.0,3.0,1.0,82.8,0.0,La Colina,4.0,Bogotá
Casa-local,Arriendo,2000000.0,,0.0,4.0,3.0,1.0,317.0,317.0,El Contento,3.0,Cúcuta
Casa,Venta,470000000.0,378000.0,0.0,4.0,4.0,2.0,163.0,99.0,Av. Libertadores,5.0,Cúcuta
Local,Arriendo,7000000.0,,0.0,0.0,2.0,0.0,250.0,139.1,Callejón,3.0,Cúcuta
Apartamento,Venta,180000000.0,175000.0,0.0,3.0,1.0,1.0,55.11,55.11,Los Acacios,4.0,Cúcuta
Bodega,Arriendo,4000000.0,785000.0,0.0,0.0,2.0,0.0,200.0,200.0,Zona Industrial,3.0,Cúcuta
Casa,Venta,560000000.0,372800.0,0.0,4.0,4.0,2.0,200.0,88.2,Bocono,3.0,Cúcuta
Apartamento,Venta,700000000.0,817000.0,0.0,4.0,5.0,2.0,163.0,163.0,CEIBA II,4.0,Cúcuta
Casa - apartamento(s),Venta,650000000.0,,2.0,5.0,4.0,1.0,191.0,0.0,La Pradera Norte-Usaquén,3.0,Bogotá
Apartamento,Venta,195000000.0,182000.0,5.0,1.0,1.0,0.0,39.0,0.0,Spring,3.0,Bogotá
Casa,Arriendo,6500000.0,,0.0,3.0,4.0,1.0,210.0,142.38,Caobos,4.0,Cúcuta
Local,Arriendo,2000000.0,,0.0,0.0,1.0,0.0,40.6,40.6,La Sabana,2.0,Los patios
Local,Arriendo,1200000.0,,0.0,0.0,1.0,0.0,20.55,20.55,La Sabana,2.0,Los patios
Local,Arriendo,2000000.0,,0.0,0.0,1.0,0.0,40.95,40.95,La Sabana,2.0,Los patios
Local,Arriendo,3000000.0,,0.0,0.0,1.0,0.0,54.0,54.0,La Sabana,2.0,Los patios
Apartamento,Venta,170000000.0,156000.0,0.0,3.0,2.0,0.0,51.31,51.31,Garcia Herreros,3.0,Cúcuta
Casa,Venta,540000000.0,,0.0,6.0,4.0,1.0,162.0,75.0,CEIBA II,3.0,Cúcuta
Casa,Venta,390000000.0,,0.0,4.0,4.0,1.0,160.0,80.0,Ceiba II,4.0,Cúcuta
Casa campestre,Venta,1650000000.0,,2.0,6.0,4.0,2.0,461.0,1481.0,Vereda Monteadentro,2.0,Pamplona
Lote,Venta,100000000.0,,0.0,0.0,0.0,0.0,0.0,141.11,Trapiches,3.0,Villa del rosario
,,,,,,,,,,,,
Casa,Venta,3500000000.0,,0.0,4.0,3.0,2.0,584.0,584.0,Santa Barbara Alta-Usaquén,6.0,Bogotá
Casa,Venta,340000000.0,,0.0,3.0,1.0,6.0,169.0,227.0,San Luis,3.0,Cúcuta
Casa,Venta,650000000.0,,2.0,2.0,1.0,3.0,240.0,176.0,Bonanza,3.0,Bogotá
Apartamento,Arriendo,1200000.0,,8.0,3.0,2.0,0.0,47.67,47.67,Prados Del Este,3.0,Cúcuta
Casa,Venta,1000000000.0,,0.0,5.0,3.0,0.0,239.0,135.0,Santo Domingo,4.0,Pamplona
Casa,Venta,850000000.0,604000.0,1.0,3.0,2.0,6.0,190.0,1600.0,LOS ALPES,3.0,Silvania
Apartamento,Venta,280000000.0,466000.0,0.0,3.0,2.0,2.0,75.95,75.95,La Floresta,4.0,Los patios
Local,Venta,1500000000.0,,0.0,0.0,0.0,0.0,336.0,336.0,Barrio Blanco,4.0,Cúcuta
Casa,Venta,3200000000.0,1800000.0,2.0,5.0,7.0,6.0,546.0,1790.0,Chía,6.0,Chía
Apartamento,Venta,270000000.0,140000.0,0.0,3.0,2.0,1.0,68.21,68.21,Prados del Este,3.0,Cúcuta
Casa,Venta,735000000.0,,0.0,3.0,2.0,0.0,198.0,75.0,Boyacá,3.0,Bogotá
Lote,Venta,950000000.0,,0.0,0.0,0.0,0.0,1.0,677.0,santa lucia,3.0,Chía
Local,Arriendo,500000.0,,0.0,0.0,1.0,0.0,14.0,0.0,Los Pinos,4.0,Cúcuta
Local,Venta,1200000000.0,,1.0,3.0,2.0,0.0,182.0,0.0,Siete De Agosto,4.0,Bogotá
Oficina,Venta,105000000.0,173600.0,0.0,0.0,0.0,0.0,11.0,0.0,Pasadena,5.0,Bogotá
Apartamento,Venta,1100000000.0,1597000.0,5.0,3.0,3.0,2.0,104.0,104.0,Chapinero Alto,4.0,Bogotá
Apartaestudio,Arriendo,2700000.0,,3.0,1.0,2.0,0.0,45.0,45.0,Colsag,5.0,Cúcuta
Local,Venta,140000000.0,,1.0,0.0,1.0,0.0,23.4,0.0,Centro,3.0,Pamplona
,,,,,,,,,,,,
Casa,Venta,2100000000.0,1637000.0,0.0,3.0,4.0,4.0,320.0,1.119,caminos de chunugua,6.0,Cajicá
Casa,Venta,430000000.0,345000.0,0.0,3.0,3.0,2.0,99.0,99.0,Av. Libertadores,4.0,Cúcuta
Oficina,Arriendo,13037096.0,3549300.0,0.0,0.0,0.0,3.0,199.73,0.0,Los Rosales,6.0,Bogotá
Casa,Venta,785000000.0,,0.0,5.0,3.0,1.0,200.0,200.0,Villa Del Prado,4.0,Bogotá
,,,,,,,,,,,,
,,,,,,,,,,,,
Local,Arriendo,1100000.0,,2.0,0.0,1.0,0.0,16.81,16.81,Centro,3.0,Cúcuta
Lote,Venta,130000000.0,,0.0,0.0,0.0,0.0,126.0,126.0,SAN ISIDRO,1.0,Cúcuta
,,,,,,,,,,,,
Apartamento,Venta,360000000.0,,0.0,4.0,5.0,0.0,100.6,100.6,Urbanización Santa Clara,3.0,Los patios
Casa,Venta,345000000.0,260000.0,0.0,3.0,2.0,2.0,78.0,78.0,Villa Del Rosario - Lomitas,4.0,Villa del rosario
Apartamento,Venta,165000000.0,120000.0,0.0,2.0,2.0,0.0,49.4,49.4,Los Patios,3.0,Los patios
Casa,Venta,260000000.0,,0.0,4.0,1.0,0.0,180.0,223.0,EL CONTENTO,3.0,Cúcuta
Local,Arriendo,2100000.0,,1.0,0.0,1.0,0.0,18.0,18.0,Latino,3.0,Cúcuta
,,,,,,,,,,,,
Local,Venta,326400000.0,227000.0,1.0,0.0,0.0,0.0,32.64,0.0,Tibabita - Usaquén,3.0,Bogotá
Apartamento,Venta,399700000.0,402000.0,4.0,2.0,2.0,1.0,59.23,0.0,Tibabita - Usaquén,3.0,Bogotá
Apartamento,Venta,357700000.0,364000.0,1.0,2.0,2.0,1.0,53.04,0.0,Tibabita - Usaquén,3.0,Bogotá
Apartamento,Venta,370420750.0,369000.0,1.0,2.0,2.0,1.0,54.42,0.0,Tibabita - Usaquén,3.0,Bogotá
Apartamento,Venta,1500000000.0,1304000.0,11.0,3.0,3.0,2.0,160.0,0.0,Castillo Grande,6.0,Cartagena
Apartamento,Venta,560000000.0,30000.0,3.0,3.0,1.0,1.0,118.0,0.0,El Recuerdo-Teusaquillo,4.0,Bogotá
Apartaestudio,Venta,320000000.0,240000.0,6.0,1.0,1.0,0.0,48.0,48.0,Las Aguas,3.0,Bogotá
Local,Arriendo,3000000.0,,0.0,0.0,1.0,0.0,60.0,60.0,Caobos,3.0,Cúcuta
Apartamento,Arriendo,710000.0,,0.0,3.0,1.0,0.0,46.0,46.0,Bocono,2.0,Cúcuta
Casa,Venta,400000000.0,,0.0,6.0,3.0,1.0,101.82,101.82,PRADOS DEL ESTE,3.0,Cúcuta
Casa,Venta,1800000000.0,,2.0,4.0,3.0,2.0,206.0,256.0,Nicolás De Federmán,4.0,Bogotá
Casa,Venta,200000000.0,,0.0,5.0,3.0,1.0,234.0,234.0,CAMILO TORRES,2.0,Cúcuta
Apartamento,Venta,120000000.0,115000.0,0.0,3.0,1.0,0.0,46.11,46.11,Bocono,3.0,Cúcuta
Casa,Venta,500000000.0,,0.0,4.0,4.0,3.0,300.0,340.62,La Ceiba,4.0,Cúcuta
,,,,,,,,,,,,
Bodega,Arriendo,28000000.0,,0.0,0.0,6.0,0.0,1005.0,719.28,12 De Octubre,4.0,Bogotá
Local,Arriendo,1100000.0,,0.0,0.0,1.0,0.0,70.0,70.0,El Llano,2.0,Cúcuta
Casa,Venta,230000000.0,,1.0,3.0,2.0,0.0,98.0,98.0,VILLA DEL ROSARIO - SANTA MARIA DEL ROSARIO,3.0,Villa del rosario
Local,Arriendo,2500000.0,,0.0,0.0,1.0,0.0,48.0,48.0,Caobos,3.0,Cúcuta
Apartamento,Arriendo,900000.0,,0.0,3.0,2.0,0.0,0.0,60.0,Guaimaral,3.0,Cúcuta
Apartamento,Venta,420000000.0,432000.0,1.0,2.0,2.0,1.0,75.0,0.0,Batán,5.0,Bogotá
Casa,Venta,2800000000.0,,2.0,3.0,4.0,2.0,420.0,286.0,San Felipe-Barrios Unidos,4.0,Bogotá
Local,Venta,120000000.0,,1.0,0.0,1.0,0.0,44.0,0.0,MOLINOS DEL ZULIA,2.0,Pamplona
Apartamento,Venta,1050000000.0,1217000.0,3.0,3.0,3.0,2.0,124.0,0.0,Chico Norte III,6.0,Bogotá
Apartamento,Venta,1450000000.0,2670000.0,1.0,3.0,3.0,2.0,198.0,198.0,Santa Barbara-Usaquén,5.0,Bogotá
Casa,Venta,530000000.0,,3.0,6.0,6.0,2.0,130.0,130.0,Niza,3.0,Cúcuta
Consultorio,Venta,175000000.0,563000.0,4.0,0.0,1.0,1.0,22.17,0.0,Galerías,4.0,Bogotá
Casa,Venta,250000000.0,,0.0,2.0,1.0,1.0,480.0,480.0,ATALAYA COMUNEROS,2.0,Cúcuta
